"Manufacturernumber","Articlenumber","EAN","Technical details","Product category","Technical specifications","Picture normal reduced","Depth m","Width m","Length m","Weight kg","Delivery time days","Type of product","Price quantity","ETIM Features","ETIM","ECLASS Features","ECLASS","PROFICLASS Features","PROFICLASS","Product features"
"71151065000","71151065000","4014586900186","Akku-Spannung18V|Akku-KompatibilitätLi-Ionen / ProCORE Li-Ionen|Akku-Schnittstelle18 V AMPShare|Motorbürstenlos|Leerlaufdrehzahl0 - 1700min⁻¹|Schlagzahl0 - 3400min⁻¹|max. Drehmoment290Nm|Drehmomentstufen6|Werkzeugaufnahme1/2\ Außenvierkant|max. metrische SchraubeM18 (8.8)|max.  Holzschraube8x300mm|Gewicht ohne Akku1,20kg""","","","'https://www.nexmart.com/media/catalog/ampshare/fein/379335_7_pset71151065000__ofc_jpg/detail.jpg/normal.jpg","0.152","0.358","0.445","4.6","","main_product",1,"","","","","","",""
"71151066000","71151066000","4014586900766","Akku-Spannung18V|Akku-Kapazität5Ah|Akku-KompatibilitätLi-Ionen / ProCORE Li-Ionen|Akku-Schnittstelle18 V AMPShare|Motorbürstenlos|Leerlaufdrehzahl0 - 1700min⁻¹|Schlagzahl0 - 3400min⁻¹|max. Drehmoment290Nm|Drehmomentstufen6|Werkzeugaufnahme1/2\ Außenvierkant|max. metrische SchraubeM18 (8.8)|max.  Holzschraube8 x 300mm|Gewicht ohne Akku1,20kg""","","","'https://www.nexmart.com/media/catalog/ampshare/fein/388772_7_pset71151066000__ofc_jpg/detail.jpg/normal.jpg","0.154","0.355","0.442","6.528","","main_product",1,"","","","","","",""
"71151161000","71151161000","4014586898896","Akku-Spannung18V|Akku-KompatibilitätLi-Ionen / ProCORE Li-Ionen|Akku-Schnittstelle18 V AMPShare|Motorbürstenlos|Leerlaufdrehzahl0 - 1 500min⁻¹|Schlagzahl0 - 3 000min⁻¹|max. Drehmoment210Nm|Drehmomentstufen6|Werkzeugaufnahme1/4 in Innensechskant|max.  Holzschraube8 x 200mm|Gewicht ohne Akku1,20kg","","","'https://www.nexmart.com/media/catalog/ampshare/fein/377031_7_piso71151161_soft__ofc_jpg/detail.jpg/normal.jpg","0.152","0.358","0.445","4.5","","main_product",1,"","","","","","",""
"71151162000","71151162000","4014586900773","Akku-Spannung18V|Akku-Kapazität5Ah|Akku-KompatibilitätLi-Ionen / ProCORE Li-Ionen|Akku-Schnittstelle18 V AMPShare|Motorbürstenlos|Leerlaufdrehzahl0 - 1 500min⁻¹|Schlagzahl0 - 3 000min⁻¹|max. Drehmoment210Nm|Drehmomentstufen6|Werkzeugaufnahme1/4 in Innensechskant|max.  Holzschraube8 x 200mm|Gewicht ohne Akku1,20kg","","","'https://www.nexmart.com/media/catalog/ampshare/fein/388896_7_pset71151162000__ofc_jpg/detail.jpg/normal.jpg","0.152","0.358","0.445","6.9","","main_product",1,"","","","","","",""
"71151261000","71151261000","4014586898902","Akku-Spannung18V|Akku-KompatibilitätLi-Ionen / ProCORE Li-Ionen|Akku-Schnittstelle18 V AMPShare|Motorbürstenlos|Leerlaufdrehzahl0 - 1 800min⁻¹|Schlagzahl0 - 2 200min⁻¹|max. Drehmoment1 050Nm|Drehmomentstufen6|Werkzeugaufnahme3/4 in Außenvierkant|max. metrische SchraubeM27 (8.8)|max.  Holzschraube12 x 600mm|Gewicht ohne Akku3,10kg","","","'https://www.nexmart.com/media/catalog/ampshare/fein/377023_7_piso71151261_soft__ofc_jpg/detail.jpg/normal.jpg","0.152","0.358","0.445","6.4","","main_product",1,"","","","","","",""
"71151262000","71151262000","4014586900780","Akku-Spannung18V|Akku-Kapazität8Ah|Akku-KompatibilitätLi-Ionen / ProCORE Li-Ionen|Akku-Schnittstelle18 V AMPShare|Motorbürstenlos|Leerlaufdrehzahl0 - 1 800min⁻¹|Schlagzahl0 - 2 200min⁻¹|max. Drehmoment1 050Nm|Drehmomentstufen6|Werkzeugaufnahme3/4 in Außenvierkant|max. metrische SchraubeM27 (8.8)|max.  Holzschraube12 x 600mm|Gewicht ohne Akku3,10kg","","","'https://www.nexmart.com/media/catalog/ampshare/fein/388773_7_pset71151262000__ofc_jpg/detail.jpg/normal.jpg","0.152","0.358","0.445","10.832","","main_product",1,"","","","","","",""
"71151263000","71151263000","4014586900797","Akku-Spannung18V|Akku-Kapazität8Ah|Akku-KompatibilitätLi-Ionen / ProCORE Li-Ionen|Akku-Schnittstelle18 V AMPShare|Motorbürstenlos|Leerlaufdrehzahl0 - 1 800min⁻¹|Schlagzahl0 - 2 200min⁻¹|max. Drehmoment1 050Nm|Drehmomentstufen6|Werkzeugaufnahme3/4 in Außenvierkant|max. metrische SchraubeM27 (8.8)|max.  Holzschraube12 x 600mm|Gewicht ohne Akku3,10kg","","","'https://www.nexmart.com/media/catalog/ampshare/fein/388773_7_pset71151262000__ofc_jpg/detail.jpg/normal.jpg","0.152","0.358","0.445","9.35","","main_product",1,"","","","","","",""
"71293661000","71293661000","4014586895277","Akku-Spannung18V|Akku-Kapazität4Ah|Akku-KompatibilitätLi-Ionen / ProCORE Li-Ionen|Akku-Schnittstelle18 V AMPShare|Schwingungen10 000 - 19 5001/min|WerkzeugaufnahmeStarlockMax|WerkzeugwechselQuickIN|Amplitude2 x 2,0°|Gewicht ohne Akku1,10kg","","","'https://www.nexmart.com/media/catalog/ampshare/fein/353623_7_pset71293661__ofc_jpg/detail.jpg/normal.jpg","0.152","0.358","0.445","7.336","","main_product",1,"","","","","","",""
"71293662000","71293662000","4014586895284","Akku-Spannung18V|Akku-KompatibilitätLi-Ionen / ProCORE Li-Ionen|Akku-Schnittstelle18 V AMPShare|Schwingungen10 000 - 19 5001/min|WerkzeugaufnahmeStarlockMax|WerkzeugwechselQuickIN|Amplitude2 x 2,0°|Gewicht ohne Akku1,10kg","","","'https://www.nexmart.com/media/catalog/ampshare/fein/353624_7_pset71293662__ofc_jpg/detail.jpg/normal.jpg","0.152","0.358","0.445","4.648","","main_product",1,"","","","","","",""
"71293663000","71293663000","4014586895291","Akku-Spannung18V|Akku-Kapazität4Ah|Akku-KompatibilitätLi-Ionen / ProCORE Li-Ionen|Akku-Schnittstelle18 V AMPShare|Schwingungen10 000 - 19 5001/min|WerkzeugaufnahmeStarlockMax|WerkzeugwechselQuickIN|Amplitude2 x 2,0°|Gewicht ohne Akku1,10kg","","","'https://www.nexmart.com/media/catalog/ampshare/fein/353622_7_pset71293663__ofc_jpg/detail.jpg/normal.jpg","0.152","0.368","0.445","5.372","","main_product",1,"","","","","","",""
"71293665000","71293665000","4014586900483","Akku-Spannung18V|Akku-Kapazität4Ah|Akku-KompatibilitätLi-Ionen / ProCORE Li-Ionen|Akku-Schnittstelle18 V AMPShare|Schwingungen10 000 - 19 5001/min|WerkzeugaufnahmeStarlockMax|WerkzeugwechselQuickIN|Amplitude2 x 2,0°|Gewicht ohne Akku1,10kg","","","'https://www.nexmart.com/media/catalog/ampshare/fein/378095_7_pset71293665000__ofc_jpg/detail.jpg/normal.jpg","0.25","0.195","0.49","4.37","","main_product",1,"","","","","","",""
"71293761000","71293761000","4014586895307","Akku-Spannung18V|Akku-KompatibilitätLi-Ionen / ProCORE Li-Ionen|Akku-Schnittstelle18 V AMPShare|Schwingungen10 000 - 19 5001/min|Werkzeugaufnahme12-Kant|WerkzeugwechselQuickIN|Amplitude2 x 1,7°|Gewicht ohne Akku1,10kg","","","'https://www.nexmart.com/media/catalog/ampshare/fein/353684_7_pset71293761__ofc_jpg/detail.jpg/normal.jpg","0.152","0.358","0.445","4.6","","main_product",1,"","","","","","",""
"71293762000","71293762000","4014586895314","Akku-Spannung18V|Akku-Kapazität5Ah|Akku-KompatibilitätLi-Ionen / ProCORE Li-Ionen|Akku-Schnittstelle18 V AMPShare|Schwingungen10 000 - 19 5001/min|Werkzeugaufnahme12-Kant|WerkzeugwechselQuickIN|Amplitude2 x 1,7°|Gewicht ohne Akku1,10kg","","","'https://www.nexmart.com/media/catalog/ampshare/fein/353625_7_pset71293762__ofc_jpg/detail.jpg/normal.jpg","0.152","0.358","0.445","6.8","","main_product",1,"","","","","","",""
"71293763000","71293763000","4014586898926","Akku-Spannung18V|Akku-Kapazität5Ah|Akku-KompatibilitätLi-Ionen / ProCORE Li-Ionen|Akku-Schnittstelle18 V AMPShare|Schwingungen10 000 - 19 5001/min|Werkzeugaufnahme12-Kant|WerkzeugwechselQuickIN|Amplitude2 x 1,7°|Gewicht ohne Akku1,30kg","","","'https://www.nexmart.com/media/catalog/ampshare/fein/374091_7_pset71293763__ofc_jpg/detail.jpg/normal.jpg","0.26","0.358","0.445","7.429","","main_product",1,"","","","","","",""
"71293764000","71293764000","4014586898933","Akku-Spannung18V|Akku-KompatibilitätLi-Ionen / ProCORE Li-Ionen|Akku-Schnittstelle18 V AMPShare|Schwingungen10 000 - 19 5001/min|Werkzeugaufnahme12-Kant|WerkzeugwechselQuickIN|Amplitude2 x 1,7°|Gewicht ohne Akku1,10kg","","","'https://www.nexmart.com/media/catalog/ampshare/fein/374116_7_pset71293700__ofc_jpg/detail.jpg/normal.jpg","0.26","0.358","0.445","5.489","","main_product",1,"","","","","","",""
"71293861000","71293861000","4014586895321","Akku-Spannung18V|Akku-Kapazität4Ah|Akku-KompatibilitätLi-Ionen / ProCORE Li-Ionen|Akku-Schnittstelle18 V AMPShare|Schwingungen11 000 - 18 5001/min|WerkzeugaufnahmeStarlockPlus|WerkzeugwechselQuickIN|Amplitude2 x 1,7°|Gewicht ohne Akku1,30kg","","","'https://www.nexmart.com/media/catalog/ampshare/fein/353618_7_pset71293861__ofc_jpg/detail.jpg/normal.jpg","0.152","0.358","0.445","7.12","","main_product",1,"","","","","","",""
"71293862000","71293862000","4014586895338","Akku-Spannung18V|Akku-KompatibilitätLi-Ionen / ProCORE Li-Ionen|Akku-Schnittstelle18 V AMPShare|Schwingungen11 000 - 18 5001/min|WerkzeugaufnahmeStarlockPlus|WerkzeugwechselQuickIN|Amplitude2 x 1,7°|Gewicht ohne Akku1,30kg","","","'https://www.nexmart.com/media/catalog/ampshare/fein/353621_7_pset71293862__ofc_jpg/detail.jpg/normal.jpg","0.152","0.358","0.445","4.6972","","main_product",1,"","","","","","",""
"71293863000","71293863000","4014586895345","Akku-Spannung18V|Akku-KompatibilitätLi-Ionen / ProCORE Li-Ionen|Akku-Schnittstelle18 V AMPShare|Schwingungen11 000 - 18 5001/min|WerkzeugaufnahmeStarlockPlus|WerkzeugwechselQuickIN|Amplitude2 x 1,7°|Gewicht ohne Akku1,30kg","","","'https://www.nexmart.com/media/catalog/ampshare/fein/353617_7_pset71293863__ofc_jpg/detail.jpg/normal.jpg","0.152","0.358","0.445","5.148","","main_product",1,"","","","","","",""
"71293869000","71293869000","4014586900506","Akku-Spannung18V|Akku-Kapazität2Ah|Akku-KompatibilitätLi-Ionen / ProCORE Li-Ionen|Akku-Schnittstelle18 V AMPShare|Schwingungen11 000 - 18 5001/min|WerkzeugaufnahmeStarlockPlus|WerkzeugwechselQuickIN|Amplitude2 x 1,7°|Gewicht ohne Akku1,30kg","","","'https://www.nexmart.com/media/catalog/ampshare/fein/377514_7_pset71293869000__ofc_jpg/detail.jpg/normal.jpg","0.0","0.0","0.0","4.318","","main_product",1,"","","","","","",""
"71293870000","71293870000","4014586900568","Akku-Spannung18V|Akku-Kapazität4Ah|Akku-KompatibilitätLi-Ionen / ProCORE Li-Ionen|Akku-Schnittstelle18 V AMPShare|Schwingungen11 000 - 18 5001/min|WerkzeugaufnahmeStarlockPlus|WerkzeugwechselQuickIN|Amplitude2 x 1,7°|Gewicht ohne Akku1,30kg","","","'https://www.nexmart.com/media/catalog/ampshare/fein/378096_7_pset71293870000__ofc_jpg/detail.jpg/normal.jpg","0.0","0.0","0.0","4.57","","main_product",1,"","","","","","",""
"71294061000","71294061000","4014586897752","Akku-Spannung18V|Akku-Kapazität4Ah|Akku-KompatibilitätLi-Ionen / ProCORE Li-Ionen|Akku-Schnittstelle18 V AMPShare|Schwingungen10 000 -1/min|WerkzeugaufnahmeStarlockMax|WerkzeugwechselQuickIN|Amplitude2 x 2,0°|Gewicht ohne Akku1,10kg","","","'https://www.nexmart.com/media/catalog/ampshare/fein/365562_7_pset71294061__ofc_jpg/detail.jpg/normal.jpg","0.152","0.358","0.445","6.84","","main_product",1,"","","","","","",""
"71300561000","71300561000","4014586898599","Akku-Spannung18V|Akku-KompatibilitätLi-Ionen / ProCORE Li-Ionen|Akku-Schnittstelle18 V AMPShare|Hubzahl2 200 - 3 5001/min|Schneidgeschwindigkeit5 - 8m/min|Stahl bis 400 N/mm²1,6mm|Stahl bis 600 N/mm²1,2mm|Stahl bis 800 N/mm²0,8mm|NE-Metalle bis 250 N/mm²2mm|Schnittbreite5mm|Radius der kleinsten Kurve48mm|Eintauchdurchmesser15mm|Gewicht ohne Akku1,24kg","","","'https://www.nexmart.com/media/catalog/ampshare/fein/366333_7_piso71300561_soft__ofc_jpg/detail.jpg/normal.jpg","0.152","0.358","0.445","4.3","","main_product",1,"","","","","","",""
"71300562000","71300562000","4014586899169","Akku-Spannung18V|Akku-KompatibilitätLi-Ionen / CORE Li-Ionen|Akku-Schnittstelle18 V AMPShare|Hubzahl2 200 - 3 5001/min|Schneidgeschwindigkeit5 - 8m/min|Stahl bis 400 N/mm²1,6mm|Stahl bis 600 N/mm²1,2mm|Stahl bis 800 N/mm²0,8mm|NE-Metalle bis 250 N/mm²2mm|Schnittbreite5mm|Radius der kleinsten Kurve48mm|Eintauchdurchmesser15mm|Gewicht ohne Akku1,24kg","","","'https://www.nexmart.com/media/catalog/ampshare/fein/373155_7_pset71300562__ofc_jpg/detail.jpg/normal.jpg","0.152","0.358","0.445","4.482","","main_product",1,"","","","","","",""
"71300563000","71300563000","4014586899176","Akku-Spannung18V|Akku-Kapazität5Ah|Akku-KompatibilitätLi-Ionen / CORE Li-Ionen|Akku-Schnittstelle18 V AMPShare|Hubzahl2 200 - 3 5001/min|Schneidgeschwindigkeit5 - 8m/min|Stahl bis 400 N/mm²1,6mm|Stahl bis 600 N/mm²1,2mm|Stahl bis 800 N/mm²0,8mm|NE-Metalle bis 250 N/mm²2mm|Schnittbreite5mm|Radius der kleinsten Kurve48mm|Eintauchdurchmesser15mm|Gewicht ohne Akku1,24kg","","","'https://www.nexmart.com/media/catalog/ampshare/fein/373157_7_pset71300563__ofc_jpg/detail.jpg/normal.jpg","0.152","0.358","0.445","5.893","","main_product",1,"","","","","","",""
"71300564000","71300564000","4014586899183","Akku-Spannung18V|Akku-Kapazität5Ah|Akku-KompatibilitätLi-Ionen / CORE Li-Ionen|Akku-Schnittstelle18 V AMPShare|Hubzahl2 200 - 3 5001/min|Schneidgeschwindigkeit5 - 8m/min|Stahl bis 400 N/mm²1,6mm|Stahl bis 600 N/mm²1,2mm|Stahl bis 800 N/mm²0,8mm|NE-Metalle bis 250 N/mm²2mm|Schnittbreite5mm|Radius der kleinsten Kurve48mm|Eintauchdurchmesser15mm|Gewicht ohne Akku1,24kg","","","'https://www.nexmart.com/media/catalog/ampshare/fein/373156_7_pset71300564__ofc_jpg/detail.jpg/normal.jpg","0.152","0.358","0.445","6.484","","main_product",1,"","","","","","",""
"71300661000","71300661000","4014586898605","Akku-Spannung18V|Akku-KompatibilitätLi-Ionen / ProCORE Li-Ionen|Akku-Schnittstelle18 V AMPShare|Hubzahl2 200 - 3 5001/min|Schneidgeschwindigkeit6 - 9m/min|Stahl bis 400 N/mm²1,6mm|Stahl bis 600 N/mm²1,2mm|Stahl bis 800 N/mm²1mm|NE-Metalle bis 250 N/mm²2mm|Radius der kleinsten Kurve15mm|Gewicht ohne Akku1,44kg","","","'https://www.nexmart.com/media/catalog/ampshare/fein/366334_7_piso71300661_soft__ofc_jpg/detail.jpg/normal.jpg","0.152","0.358","0.445","4.6","","main_product",1,"","","","","","",""
"71300662000","71300662000","4014586899190","Akku-Spannung18V|Akku-KompatibilitätLi-Ionen / ProCORE Li-Ionen|Akku-Schnittstelle18 V AMPShare|Hubzahl2 200 - 3 5001/min|Schneidgeschwindigkeit6 - 9m/min|Stahl bis 400 N/mm²1,6mm|Stahl bis 600 N/mm²1,2mm|Stahl bis 800 N/mm²1mm|NE-Metalle bis 250 N/mm²2mm|Radius der kleinsten Kurve15mm|Gewicht ohne Akku1,44kg","","","'https://www.nexmart.com/media/catalog/ampshare/fein/373158_7_pset71300662__ofc_jpg/detail.jpg/normal.jpg","0.152","0.358","0.445","4.658","","main_product",1,"","","","","","",""
"71300663000","71300663000","4014586899206","Akku-Spannung18V|Akku-Kapazität5Ah|Akku-KompatibilitätLi-Ionen / ProCORE Li-Ionen|Akku-Schnittstelle18 V AMPShare|Hubzahl2 200 - 3 5001/min|Schneidgeschwindigkeit6 - 9m/min|Stahl bis 400 N/mm²1,6mm|Stahl bis 600 N/mm²1,2mm|Stahl bis 800 N/mm²1mm|NE-Metalle bis 250 N/mm²2mm|Radius der kleinsten Kurve15mm|Gewicht ohne Akku1,44kg","","","'https://www.nexmart.com/media/catalog/ampshare/fein/373160_7_pset7130063__ofc_jpg/detail.jpg/normal.jpg","0.152","0.358","0.445","6.056","","main_product",1,"","","","","","",""
"71300664000","71300664000","4014586899213","Akku-Spannung18V|Akku-Kapazität5Ah|Akku-KompatibilitätLi-Ionen / ProCORE Li-Ionen|Akku-Schnittstelle18 V AMPShare|Hubzahl2 200 - 3 5001/min|Schneidgeschwindigkeit6 - 9m/min|Stahl bis 400 N/mm²1,6mm|Stahl bis 600 N/mm²1,2mm|Stahl bis 800 N/mm²1mm|NE-Metalle bis 250 N/mm²2mm|Radius der kleinsten Kurve15mm|Gewicht ohne Akku1,44kg","","","'https://www.nexmart.com/media/catalog/ampshare/fein/373159_7_pset71300664__ofc_jpg/detail.jpg/normal.jpg","0.152","0.358","0.445","6.662","","main_product",1,"","","","","","",""
"71321061000","71321061000","4014586898612","Akku-Spannung18V|Akku-KompatibilitätLi-Ionen / ProCORE Li-Ionen|Akku-Schnittstelle18 V AMPShare|Hubzahl1 000 - 1 6001/min|Schneidgeschwindigkeit1,9m/min|Stahl bis 400 N/mm²1,3mm|Stahl bis 600 N/mm²0,8mm|Stahl bis 800 N/mm²0,6mm|NE-Metalle bis 250 N/mm²2mm|Schneidspurbreite4mm|Eintauch- mit Matrize19mm|Radius der kleinsten Kurve (innen/außen)15 / 20mm|Gewicht ohne Akku1,68kg","","","'https://www.nexmart.com/media/catalog/ampshare/fein/366329_7_piso71321061_soft__ofc_jpg/detail.jpg/normal.jpg","0.152","0.358","0.445","4.666","","main_product",1,"","","","","","",""
"71321062000","71321062000","4014586899220","Akku-Spannung18V|Akku-KompatibilitätLi-Ionen / ProCORE Li-Ionen|Akku-Schnittstelle18 V AMPShare|Hubzahl1 000 - 1 6001/min|Schneidgeschwindigkeit1,9m/min|Stahl bis 400 N/mm²1,3mm|Stahl bis 600 N/mm²0,8mm|Stahl bis 800 N/mm²0,6mm|NE-Metalle bis 250 N/mm²2mm|Schneidspurbreite4mm|Eintauch- mit Matrize19mm|Radius der kleinsten Kurve (innen/außen)15 / 20mm|Gewicht ohne Akku1,68kg","","","'https://www.nexmart.com/media/catalog/ampshare/fein/370914_7_pset71321062__ofc_jpg/detail.jpg/normal.jpg","0.152","0.358","0.445","4.957","","main_product",1,"","","","","","",""
"71321063000","71321063000","4014586899237","Akku-Spannung18V|Akku-KompatibilitätLi-Ionen / ProCORE Li-Ionen|Akku-Schnittstelle18 V AMPShare|Hubzahl1 000 - 1 6001/min|Schneidgeschwindigkeit1,9m/min|Stahl bis 400 N/mm²1,3mm|Stahl bis 600 N/mm²0,8mm|Stahl bis 800 N/mm²0,6mm|NE-Metalle bis 250 N/mm²2mm|Schneidspurbreite4mm|Eintauch- mit Matrize19mm|Radius der kleinsten Kurve (innen/außen)15 / 20mm|Gewicht ohne Akku1,68kg","","","'https://www.nexmart.com/media/catalog/ampshare/fein/370915_7_pset71321063__ofc_jpg/detail.jpg/normal.jpg","0.152","0.358","0.445","6.355","","main_product",1,"","","","","","",""
"71321064000","71321064000","4014586899244","Akku-Spannung18V|Akku-KompatibilitätLi-Ionen / ProCORE Li-Ionen|Akku-Schnittstelle18 V AMPShare|Hubzahl1 000 - 1 6001/min|Schneidgeschwindigkeit1,9m/min|Stahl bis 400 N/mm²1,3mm|Stahl bis 600 N/mm²0,8mm|Stahl bis 800 N/mm²0,6mm|NE-Metalle bis 250 N/mm²2mm|Schneidspurbreite4mm|Eintauch- mit Matrize19mm|Radius der kleinsten Kurve (innen/außen)15 / 20mm|Gewicht ohne Akku1,68kg","","","'https://www.nexmart.com/media/catalog/ampshare/fein/370916_7_pset71321064__ofc_jpg/detail.jpg/normal.jpg","0.152","0.358","0.445","6.96","","main_product",1,"","","","","","",""
"71321161000","71321161000","4014586898568","Akku-Spannung18V|Akku-KompatibilitätLi-Ionen / ProCORE Li-Ionen|Akku-Schnittstelle18 V AMPShare|Hubzahl850 - 1 3501/min|Schneidgeschwindigkeit1,5m/min|Stahl bis 400 N/mm²1,6mm|Stahl bis 600 N/mm²1mm|Stahl bis 800 N/mm²0,7mm|NE-Metalle bis 250 N/mm²2,5mm|Schneidspurbreite5mm|Eintauch- mit Matrize22mm|Radius der kleinsten Kurve (innen/außen)30 / 35mm|Gewicht ohne Akku1,71kg","","","'https://www.nexmart.com/media/catalog/ampshare/fein/366338_7_piso71321161_soft__ofc_jpg/detail.jpg/normal.jpg","0.152","0.358","0.445","4.77","","main_product",1,"","","","","","",""
"71321162000","71321162000","4014586899251","Akku-Spannung18V|Akku-KompatibilitätLi-Ionen / ProCORE Li-Ionen|Akku-Schnittstelle18 V AMPShare|Hubzahl850 - 1 3501/min|Schneidgeschwindigkeit1,5m/min|Stahl bis 400 N/mm²1,6mm|Stahl bis 600 N/mm²1mm|Stahl bis 800 N/mm²0,7mm|NE-Metalle bis 250 N/mm²2,5mm|Schneidspurbreite5mm|Eintauch- mit Matrize22mm|Radius der kleinsten Kurve (innen/außen)30 / 35mm|Gewicht ohne Akku1,71kg","","","'https://www.nexmart.com/media/catalog/ampshare/fein/370911_7_pset71321162__ofc_jpg/detail.jpg/normal.jpg","0.152","0.358","0.445","4.949","","main_product",1,"","","","","","",""
"71321163000","71321163000","4014586899268","Akku-Spannung18V|Akku-Kapazität5Ah|Akku-KompatibilitätLi-Ionen / ProCORE Li-Ionen|Akku-Schnittstelle18 V AMPShare|Hubzahl850 - 1 3501/min|Schneidgeschwindigkeit1,5m/min|Stahl bis 400 N/mm²1,6mm|Stahl bis 600 N/mm²1mm|Stahl bis 800 N/mm²0,7mm|NE-Metalle bis 250 N/mm²2,5mm|Schneidspurbreite5mm|Eintauch- mit Matrize22mm|Radius der kleinsten Kurve (innen/außen)30 / 35mm|Gewicht ohne Akku1,71kg","","","'https://www.nexmart.com/media/catalog/ampshare/fein/370912_7_pset71321163__ofc_jpg/detail.jpg/normal.jpg","0.152","0.358","0.445","6.36","","main_product",1,"","","","","","",""
"71321164000","71321164000","4014586899275","Akku-Spannung18V|Akku-Kapazität5Ah|Akku-KompatibilitätLi-Ionen / ProCORE Li-Ionen|Akku-Schnittstelle18 V AMPShare|Hubzahl850 - 1 3501/min|Schneidgeschwindigkeit1,5m/min|Stahl bis 400 N/mm²1,6mm|Stahl bis 600 N/mm²1mm|Stahl bis 800 N/mm²0,7mm|NE-Metalle bis 250 N/mm²2,5mm|Schneidspurbreite5mm|Eintauch- mit Matrize22mm|Radius der kleinsten Kurve (innen/außen)30 / 35mm|Gewicht ohne Akku1,71kg","","","'https://www.nexmart.com/media/catalog/ampshare/fein/370913_7_pset71321164__ofc_jpg/detail.jpg/normal.jpg","0.152","0.358","0.445","6.951","","main_product",1,"","","","","","",""
"92604203010","92604203010","4014586895734","Akku-Spannung18V|Akku-KompatibilitätLi-Ionen / ProCORE Li-Ionen|Akku-Schnittstelle18 V AMPShare|Behältervolumen10l|Gewicht ohne Akku4,70kg","","","'https://www.nexmart.com/media/catalog/ampshare/fein/354063_7_piso92604203__ofc_jpg/detail.jpg/normal.jpg","0.42","0.33","0.41","6.854","","main_product",1,"","","","","","",""
"92604204010","92604204010","4014586897288","Speicherplätze DAB+8|Speicherplätze FM8|Akku-Spannung18V|Akku-KompatibilitätLi-Ionen / ProCORE Li-Ionen|Akku-Schnittstelle18 V AMPShare|Gewicht ohne Akku2,50kg","","","'https://www.nexmart.com/media/catalog/ampshare/fein/355848_7_piso92604204__ofc_jpg/detail.jpg/normal.jpg","0.17","0.18","0.37","3.507","","main_product",1,"","","","","","",""
"71330161000","71330161000","4014586897240","Akku-Spannung18V|Akku-KompatibilitätLi-Ionen / ProCORE Li-Ionen|Akku-Schnittstelle18 V AMPShare|Hubzahl0 - 3 0501/min|Holz200mm|Hublänge21mm|Metallprofile und Metallrohre100mm|Breite78mm|Höhe177mm|Länge367mm|Gewicht ohne Akku2,00kg","","","'https://www.nexmart.com/media/catalog/ampshare/fein/378066_7_pset71330161000__ofc_jpg/detail.jpg/normal.jpg","0.152","0.368","0.445","5.23","","main_product",1,"","","","","","",""
"71330162000","71330162000","4014586900117","Akku-Spannung18V|Akku-KompatibilitätLi-Ionen / ProCORE Li-Ionen|Akku-Schnittstelle18 V AMPShare|Hubzahl0 - 3 0501/min|Holz200mm|Hublänge21mm|Metallprofile und Metallrohre100mm|Breite78mm|Höhe177mm|Länge367mm|Gewicht ohne Akku2,00kg","","","'https://www.nexmart.com/media/catalog/ampshare/fein/378071_7_pset71330162000__ofc_jpg/detail.jpg/normal.jpg","0.152","0.368","0.445","6.992","","main_product",1,"","","","","","",""
"71350161000","71350161000","4014586897257","Akku-Spannung18V|Akku-KompatibilitätLi-Ionen / ProCORE Li-Ionen|Akku-Schnittstelle18 V AMPShare|Leerlaufdrehzahl162min⁻¹|Max. Schnitttiefe63,5mm|Abmessung Sägeblatt733 x 13 x 0,35mm|Breite200mm|Höhe255mm|Länge355mm|Gewicht ohne Akku3,30kg","","","'https://www.nexmart.com/media/catalog/ampshare/fein/378064_7_pset71350161000__ofc_jpg/detail.jpg/normal.jpg","0.253","0.357","0.442","6.676","","main_product",1,"","","","","","",""
